,OtZ,OtW,OtG,Opt,O3pQ3,O3pq,OpQM,OpqMi,Opui,Opdi,O3pl,Opl,Ope,O1qd,O1qu,O1dt,O1qt,O1ut,O11qq,O13qq,O8qd,O8qu,O8dt,O8qt,O8ut,O81qq,O83qq,Oll,Omup,Otap,Otp,Obp,Ocp,OWWW,OpG,OpW,OpB,OpWB,Opd,OpD
0,-0.2944994819564616,-0.10318205992454112,-0.07117434842851263,-5.601708164969683,0.7484874528346849,-0.10224130468627277,-1.656421696138997,0.20081400024600343,-0.2341477363934099,-0.16485428964712853,0.02135853719316027,0.39306367912282103,0.7867671621280388,20.522421864437884,-17.464713710911948,-32.35056638715614,7.055724624141278,16.17100799844611,0.1360173230148085,-0.15739216882201876,-4.517752238555067,0.595666303144803,24.96163090949772,0.5554063220497261,-9.521270697227761,-0.662907506955261,-3.1380482589948966,0.0010255782149187465,-0.005949070522699918,0.02469948401479153,-2.66541791602859,0.02078512650448051,0.4401138928196034,0.11330005035043592,-0.0038224955045452367,0.6480493966219698,0.2103583717871319,0.7160696728498576,-5.704938074419135,-1.583434085646944
